Specialty_Dist_Rep,Common_Grp_Id,Common_Grp_Desc,Common_Entity_Id,Common_Entity_Desc,Customer_No,Customer_Name,Active_Status,Primary_Secondary,Cmpny_Cd,Sales_Org,Dea_Number,Address,City,State,ZIP,Acc_340B_Id,Mpb_Account_Class_Desc,Mck_Account_Class_Desc
BENNETT CORLEY,21230,CHRISTUS,2062,CHRISTUS HEALTH LA,122,CHRISTUS SPEC PHY PHS MPB,Active,SECONDARY,8545,8000|8545,FC0264224,800 E DAWSON ST STE 100,TYLER,TX,75701,DSH450102,PHS,PHS/340B Acct
BENNETT CORLEY,40263,UNIVERSITY HEALTH SYSTEM,40263,UNIVERSITY HEALTH SYSTEM,25415,UHS DC 1004725 PHS,Active,SECONDARY,8545,8000|8545,AM1472579,4502 MEDICAL DR,SAN ANTONIO,TX,78229,DSH450213,PHS,PHS/340B Acct
BENNETT CORLEY,40263,UNIVERSITY HEALTH SYSTEM,40263,UNIVERSITY HEALTH SYSTEM,25416,UHS DC 1004725 WAC A34,Active,SECONDARY,8545,8000|8545,AM1472579,4502 MEDICAL DR,SAN ANTONIO,TX,78229,DSH450213,WAC,WAC Acct.
MARY BERRESFORD,72330,HOLY FAMILY MEMORIAL,72330,HOLY FAMILY MEMORIAL,25895,HOLY FAM MEM MED CTR MPB,Active,SECONDARY,8545,8000|8545,BH2829503,2300 WESTERN AVE,MANITOWOC,WI,54220,0,GPO,GPO Acct.
KATY MCCASH,70000,FRANCISCAN MSNR OF OUR LADY,70000,FRANCISCAN MSNR OF OUR LADY,25946,OLOL RMC INFUSION PHS MPB,Active,SECONDARY,8545,8000|8545,AO3420027,5000 HENNESSY BLVD,BATON ROUGE,LA,70808,DSH190064,PHS,PHS/340B Acct
BENNETT CORLEY,2501,UNIVERSITY OF VIRGINIA MED CTR,2501,UNIVERSITY OF VIRGINIA MED CTR,26080,UVA SPEC PHY WACA34 MPB,Active,SECONDARY,8545,8000|8545,FU6777722,1725 DISCOVERY DR STE 200,CHARLOTTESVILLE,VA,22911,DSH490009,WAC,WAC Acct.
KATY MCCASH,40025,APPALACHIAN NORTON,2932,APPALACHIAN REG HLTH KY,26720,SUMMERS CO ARH HSP IP GPO,Active,SECONDARY,8545,8000|8545,FS8811095,115 SUMMERS HOSPITAL RD,HINTON,WV,25951,0,GPO,GPO Acct.
BENNETT CORLEY,2579,UCSF MEDICAL CENTER,2579,UCSF MEDICAL CENTER,26912,WALG 21141/UCSF PHS MPB,Active,SECONDARY,8545,8000|8545,FW0572138,217 ALMA ST STE 200,PALO ALTO,CA,94301,DSH050454,PHS,PHS Contract Pharmacy
MARY BERRESFORD,2336,CARILION MED CENTER VA,2336,CARILION MED CENTER VA,27304,CAREMARK MA SP/CMDCNT PHS,Active,SECONDARY,8545,8000|8545,BC9420491,25 BIRCH ST BLDG B STE100,MILFORD,MA,1757,DSH490024,PHS,PHS Contract Pharmacy
MARY BERRESFORD,2336,CARILION MED CENTER VA,2336,CARILION MED CENTER VA,27306,CAREMARK MI SP/CMDCNT PHS,Active,SECONDARY,8545,8000|8545,FC0002802,1307-H ALLEN DRIVE,TROY,MI,48083,DSH490024,PHS,PHS Contract Pharmacy
MARY BERRESFORD,2336,CARILION MED CENTER VA,2336,CARILION MED CENTER VA,27320,CAREMARK NV SP/CMDCNT PHS,Active,SECONDARY,8545,8000|8545,FC8994089,7251 SOUTH EASTERN AVE,LAS VEGAS,NV,89119,DSH490024,PHS,PHS Contract Pharmacy
MARY BERRESFORD,72128,CHILDRENS HOSP MIL WI,72128,CHILDRENS HOSP MIL WI,27393,CHILDRENS HOSP OF WI MPB,Active,SECONDARY,8545,8000|8545,BC1653042,9000 W WISCONSIN AVE,MILWAUKEE,WI,53226,0,GPO,GPO Acct.
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,27665,CAREMARK FL SP/AC QNS PHS,Active,SECONDARY,8545,8000|8545,FC0098916,7930 WOODLAND CTR STE 500,TAMPA,FL,33614,RWI11432,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,27673,CAREMARK CA SP/AC QNS PHS,Active,SECONDARY,8545,8000|8545,BC3683580,1127 BRYN MAWR AVE STE A,REDLANDS,CA,92374,RWI11432,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,27688,CAREMARK NJ SP/AC QNS PHS,Active,SECONDARY,8545,8000|8545,FC0275304,180 PASSAIC AVE,FAIRFIELD,NJ,7004,RWI11432,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,27692,CAREMARK IL SP/AC QNS PHS,Active,SECONDARY,8545,8000|8545,FC0059736,800 BIERMANN CT STE B,MOUNT PROSPECT,IL,60056,RWI11432,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,27693,CAREMARK TN SP/AC QNS PHS,Active,SECONDARY,8545,8000|8545,BC9505960,8370 WOLF LAKE DR STE 107,BARTLETT,TN,38133,RWI11432,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,27702,CAREMARK NV SP/AC QNS PHS,Active,SECONDARY,8545,8000|8545,FC8994089,7251 SOUTH EASTERN AVE,LAS VEGAS,NV,89119,RWI11432,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,27703,CVS CRMRK2921/AC QNSC PHS,Active,SECONDARY,8545,8000|8545,BS6907224,105 MALL BOULEVARD,MONROEVILLE,PA,15146,RWI11432,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,27727,CAREMARK NJ SP/AH THL PHS,Active,SECONDARY,8545,8000|8545,FC0275304,180 PASSAIC AVE,FAIRFIELD,NJ,7004,RWI20748,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,27729,CAREMARK IL SP/AH THL PHS,Active,SECONDARY,8545,8000|8545,FC0059736,800 BIERMANN CT STE B,MOUNT PROSPECT,IL,60056,RWI20748,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,27747,CVS CRMRK2921/AHF THL PHS,Active,SECONDARY,8545,8000|8545,BS6907224,105 MALL BOULEVARD,MONROEVILLE,PA,15146,RWI20748,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,27809,CAREMARK MI SP/AH ATM PHS,Active,SECONDARY,8545,8000|8545,FC0002802,1307-H ALLEN DRIVE,TROY,MI,48083,RWI30058A,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,27810,CAREMARK NJ SP/AH ATM PHS,Active,SECONDARY,8545,8000|8545,FC0275304,180 PASSAIC AVE,FAIRFIELD,NJ,7004,RWI30058A,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,27818,CAREMARK IL SP/AH ATM PHS,Active,SECONDARY,8545,8000|8545,FC0059736,800 BIERMANN CT STE B,MOUNT PROSPECT,IL,60056,RWI30058A,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,27822,CAREMARK TN SP/AH ATM PHS,Active,SECONDARY,8545,8000|8545,BC9505960,8370 WOLF LAKE DR STE 107,BARTLETT,TN,38133,RWI30058A,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,27835,CAREMARK NV SP/AH ATM PHS,Active,SECONDARY,8545,8000|8545,FC8994089,7251 SOUTH EASTERN AVE,LAS VEGAS,NV,89119,RWI30058A,PHS,PHS Contract Pharmacy
KATY MCCASH,30059,PURNET INC AUGUSTA ME,30033,COLUMBIA RIVER PROVOST,27872,COLUMBIA RVR PROVOST MPB,Active,SECONDARY,8545,8000|8545,FD3788570,9820 NE CASCADES PKWY,PORTLAND,OR,97220,0,GPO,GPO Acct.
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,27887,CVS CRMRK2921/AID ATL PHS,Active,SECONDARY,8545,8000|8545,BS6907224,105 MALL BOULEVARD,MONROEVILLE,PA,15146,RWI303081,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,27927,CVS CRMRK2921/AH JSVL PHS,Active,SECONDARY,8545,8000|8545,BS6907224,105 MALL BOULEVARD,MONROEVILLE,PA,15146,RWI32204,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,27932,CAREMARK FL SP/AH ORL PHS,Active,SECONDARY,8545,8000|8545,FC0098916,7930 WOODLAND CTR STE 500,TAMPA,FL,33614,RWI32204D,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,27935,CAREMARK KS SP/AH ORL PHS,Active,SECONDARY,8545,8000|8545,BL7438941,11162 RENNER BLVD,LENEXA,KS,66219,RWI32204D,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,27963,CVS CRMRK2921/AHC ORL PHS,Active,SECONDARY,8545,8000|8545,BS6907224,105 MALL BOULEVARD,MONROEVILLE,PA,15146,RWI32204D,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,27996,CVS CRMRK2921/AHF WPB PHS,Active,SECONDARY,8545,8000|8545,BS6907224,105 MALL BOULEVARD,MONROEVILLE,PA,15146,RWI32204E,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28004,NAVARRO 10727/AHF KMG PHS,Active,SECONDARY,8545,8000|8545,FP4824454,7205 CORP CTR DR STE 104,MIAMI,FL,33126,RWI33133,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28005,CAREMARK FL SP/AH KMG PHS,Active,SECONDARY,8545,8000|8545,FC0098916,7930 WOODLAND CTR STE 500,TAMPA,FL,33614,RWI33133,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28034,CAREMARK NJ SP/AH KMG PHS,Active,SECONDARY,8545,8000|8545,FC0275304,180 PASSAIC AVE,FAIRFIELD,NJ,7004,RWI33133,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28037,CAREMARK NC SP/AH KMG PHS,Active,SECONDARY,8545,8000|8545,FC1404918,10700 WORLD TRADE BLV 110,RALEIGH,NC,27617,RWI33133,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28067,CVS CRMRK2921/AHF KMG PHS,Active,SECONDARY,8545,8000|8545,BS6907224,105 MALL BOULEVARD,MONROEVILLE,PA,15146,RWI33133,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28077,CAREMARK FL SP/AHF MB PHS,Active,SECONDARY,8545,8000|8545,FC0098916,7930 WOODLAND CTR STE 500,TAMPA,FL,33614,RWI33139,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28081,CAREMARK KS SP/AHF MB PHS,Active,SECONDARY,8545,8000|8545,BL7438941,11162 RENNER BLVD,LENEXA,KS,66219,RWI33139,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28082,CAREMARK CA SP/AHF MB PHS,Active,SECONDARY,8545,8000|8545,BC3683580,1127 BRYN MAWR AVE STE A,REDLANDS,CA,92374,RWI33139,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28093,CAREMARK MI SP/AHF MB PHS,Active,SECONDARY,8545,8000|8545,FC0002802,1307-H ALLEN DRIVE,TROY,MI,48083,RWI33139,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28094,CAREMARK NJ SP/AHF MB PHS,Active,SECONDARY,8545,8000|8545,FC0275304,180 PASSAIC AVE,FAIRFIELD,NJ,7004,RWI33139,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28095,CAREMARK NC SP/AHF MB PHS,Active,SECONDARY,8545,8000|8545,FC1404918,10700 WORLD TRADE BLV 110,RALEIGH,NC,27617,RWI33139,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28097,CAREMARK TN SP/AHF MB PHS,Active,SECONDARY,8545,8000|8545,BC9505960,8370 WOLF LAKE DR STE 107,BARTLETT,TN,38133,RWI33139,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28102,CAREMARK NV SP/AHF MB PHS,Active,SECONDARY,8545,8000|8545,FC8994089,7251 SOUTH EASTERN AVE,LAS VEGAS,NV,89119,RWI33139,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28111,CVS CRMRK2921/AHF MB  PHS,Active,SECONDARY,8545,8000|8545,BS6907224,105 MALL BOULEVARD,MONROEVILLE,PA,15146,RWI33139,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28123,CAREMARK FL SP/AHF JN PHS,Active,SECONDARY,8545,8000|8545,FC0098916,7930 WOODLAND CTR STE 500,TAMPA,FL,33614,RWI33169,PHS,PHS Contract Pharmacy
MARY BERRESFORD,72464,MARY WASH H,72464,MARY WASH H,28141,MARY WASH HOSP MPB,Active,SECONDARY,8545,8000|8545,AM0634104,1001 SAM PERRY BLVD,FREDERICKSBURG,VA,22401,0,GPO,GPO Acct.
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28160,CVS CRMRK2921/AH JCKN PHS,Active,SECONDARY,8545,8000|8545,BS6907224,105 MALL BOULEVARD,MONROEVILLE,PA,15146,RWI33169,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28166,CAREMARK FL SP/AH NPT PHS,Active,SECONDARY,8545,8000|8545,FC0098916,7930 WOODLAND CTR STE 500,TAMPA,FL,33614,RWI33308,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28177,CAREMARK CA SP/AH NPT PHS,Active,SECONDARY,8545,8000|8545,BC3683580,1127 BRYN MAWR AVE STE A,REDLANDS,CA,92374,RWI33308,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28185,CAREMARK NJ SP/AH NPT PHS,Active,SECONDARY,8545,8000|8545,FC0275304,180 PASSAIC AVE,FAIRFIELD,NJ,7004,RWI33308,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28190,CAREMARK IL SP/AH NPT PHS,Active,SECONDARY,8545,8000|8545,FC0059736,800 BIERMANN CT STE B,MOUNT PROSPECT,IL,60056,RWI33308,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28192,CAREMARK TN SP/AH NPT PHS,Active,SECONDARY,8545,8000|8545,BC9505960,8370 WOLF LAKE DR STE 107,BARTLETT,TN,38133,RWI33308,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28203,CVS CRMRK2921/AHF NPT PHS,Active,SECONDARY,8545,8000|8545,BS6907224,105 MALL BOULEVARD,MONROEVILLE,PA,15146,RWI33308,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28216,CAREMARK KS SP/AHOAKP PHS,Active,SECONDARY,8545,8000|8545,BL7438941,11162 RENNER BLVD,LENEXA,KS,66219,RWI333341,PHS,PHS Contract Pharmacy
KATY MCCASH,35000,KAISER PERMANENTE CA,35000,KAISER PERMANENTE CA,28247,KAISER HOSP PHCY 367 MPB,Active,SECONDARY,8545,8000|8545,FK3092640,3440 E LA PALMA AVE,ANAHEIM,CA,92806,0,GPO,GPO Acct.
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28257,CAREMARK FL SP/AH DRB PHS,Active,SECONDARY,8545,8000|8545,FC0098916,7930 WOODLAND CTR STE 500,TAMPA,FL,33614,RWI33445,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28293,CVS CRMRK2921/AH DBCH PHS,Active,SECONDARY,8545,8000|8545,BS6907224,105 MALL BOULEVARD,MONROEVILLE,PA,15146,RWI33445,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28296,CAREMARK FL SP/AH CLM PHS,Active,SECONDARY,8545,8000|8545,FC0098916,7930 WOODLAND CTR STE 500,TAMPA,FL,33614,RWI43222,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28313,CAREMARK MI SP/AH CLM PHS,Active,SECONDARY,8545,8000|8545,FC0002802,1307-H ALLEN DRIVE,TROY,MI,48083,RWI43222,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28314,CAREMARK NJ SP/AH CLM PHS,Active,SECONDARY,8545,8000|8545,FC0275304,180 PASSAIC AVE,FAIRFIELD,NJ,7004,RWI43222,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28317,CAREMARK IL SP/AH CLM PHS,Active,SECONDARY,8545,8000|8545,FC0059736,800 BIERMANN CT STE B,MOUNT PROSPECT,IL,60056,RWI43222,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28327,CAREMARK TN SP/AH CLM PHS,Active,SECONDARY,8545,8000|8545,BC9505960,8370 WOLF LAKE DR STE 107,BARTLETT,TN,38133,RWI43222,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28337,CAREMARK NV SP/AH CLM PHS,Active,SECONDARY,8545,8000|8545,FC8994089,7251 SOUTH EASTERN AVE,LAS VEGAS,NV,89119,RWI43222,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28338,CVS CRMRK2921/AH CLMB PHS,Active,SECONDARY,8545,8000|8545,BS6907224,105 MALL BOULEVARD,MONROEVILLE,PA,15146,RWI43222,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28393,CAREMARK KS SP/AH HBZ PHS,Active,SECONDARY,8545,8000|8545,BL7438941,11162 RENNER BLVD,LENEXA,KS,66219,RWI761111C,PHS,PHS Contract Pharmacy
KATY MCCASH,35000,KAISER PERMANENTE CA,35000,KAISER PERMANENTE CA,28408,KAISER ONCO PCY # 868 MPB,Active,SECONDARY,8545,8000|8545,FK1494094,75-036 GERALD FORD DR FL1,PALM DESERT,CA,92211,0,GPO,GPO Acct.
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28416,CAREMARK IL SP/AH HBZ PHS,Active,SECONDARY,8545,8000|8545,FC0059736,800 BIERMANN CT STE B,MOUNT PROSPECT,IL,60056,RWI761111C,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28482,CAREMARK CA SP/AH SND PHS,Active,SECONDARY,8545,8000|8545,BC3683580,1127 BRYN MAWR AVE STE A,REDLANDS,CA,92374,RWI900152B,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28520,CAREMARK CA SP/AH WSD PHS,Active,SECONDARY,8545,8000|8545,BC3683580,1127 BRYN MAWR AVE STE A,REDLANDS,CA,92374,RWI900481,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28608,CAREMARK FL SP/AH STP PHS,Active,SECONDARY,8545,8000|8545,FC0098916,7930 WOODLAND CTR STE 500,TAMPA,FL,33614,RWII32501C,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28643,CVS CRMRK2921/AHF STP PHS,Active,SECONDARY,8545,8000|8545,BS6907224,105 MALL BOULEVARD,MONROEVILLE,PA,15146,RWII32501C,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28649,CAREMARK FL SP/AIDFTM PHS,Active,SECONDARY,8545,8000|8545,FC0098916,7930 WOODLAND CTR STE 500,TAMPA,FL,33614,RWII33901,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28667,CAREMARK NJ SP/AIDFTM PHS,Active,SECONDARY,8545,8000|8545,FC0275304,180 PASSAIC AVE,FAIRFIELD,NJ,7004,RWII33901,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28683,CVS CRMRK2921/AID FTM PHS,Active,SECONDARY,8545,8000|8545,BS6907224,105 MALL BOULEVARD,MONROEVILLE,PA,15146,RWII33901,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28736,CVS CRMRK2921/AHF TBY PHS,Active,SECONDARY,8545,8000|8545,BS6907224,105 MALL BOULEVARD,MONROEVILLE,PA,15146,RWII34695,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28747,CAREMARK FL SP/AIDBWC PHS,Active,SECONDARY,8545,8000|8545,FC0098916,7930 WOODLAND CTR STE 500,TAMPA,FL,33614,STD33301,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28768,CAREMARK TN SP/AIDBWC PHS,Active,SECONDARY,8545,8000|8545,BC9505960,8370 WOLF LAKE DR STE 107,BARTLETT,TN,38133,STD33301,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28773,CVS CRMRK2921/AIDSBWC PHS,Active,SECONDARY,8545,8000|8545,BS6907224,105 MALL BOULEVARD,MONROEVILLE,PA,15146,STD33301,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28808,CAREMARK IL SP/AHF BR PHS,Active,SECONDARY,8545,8000|8545,FC0059736,800 BIERMANN CT STE B,MOUNT PROSPECT,IL,60056,STD708091,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28809,CAREMARK TN SP/AHF BR PHS,Active,SECONDARY,8545,8000|8545,BC9505960,8370 WOLF LAKE DR STE 107,BARTLETT,TN,38133,STD708091,PHS,PHS Contract Pharmacy
MARY BERRESFORD,569,AIDS HEALTHCARE FOUNDATION CA,569,AIDS HEALTHCARE FOUNDATION CA,28824,CVS CRMRK2921/AHF BR  PHS,Active,SECONDARY,8545,8000|8545,BS6907224,105 MALL BOULEVARD,MONROEVILLE,PA,15146,STD708091,PHS,PHS Contract Pharmacy
BENNETT CORLEY,1811,TEXAS CHILDRENS HOSP (PHS),1811,TEXAS CHILDRENS HOSP (PHS),28839,TX CHILDRENS HSP PHS MPB,Active,SECONDARY,8545,8000|8545,BT1325516,6621 FANNIN ST RM BB120,HOUSTON,TX,77030,PED453304-00,PHS,PHS/340B Acct
KATY MCCASH,40461,PRISMA HEALTH,40461,PRISMA HEALTH,28934,ACCREDO NCS/PH RCHLND PHS,Active,SECONDARY,8545,8000|8545,FA5306128,2 BOULDEN CIRCLE #1,NEW CASTLE,DE,19720,DSH420018,PHS,PHS Contract Pharmacy
KATY MCCASH,40461,PRISMA HEALTH,40461,PRISMA HEALTH,28950,ACCREDO ORL/PH RCHLND PHS,Active,SECONDARY,8545,8000|8545,FA4214576,6272 LEE VISTA BLVD #100,ORLANDO,FL,32822,DSH420018,PHS,PHS Contract Pharmacy
KATY MCCASH,40166,COMM REG MC FRESNO CA,40166,COMM REG MC FRESNO CA,29046,COMMUNITY REG MED MPB,Active,SECONDARY,8545,8000|8545,AF1360356,2823 FRESNO STREET,FRESNO,CA,93721,0,GPO,GPO Acct.
